,description,variety,expensive,sparkling,province
8752,"A ripe, chunky wine with smooth red fruits, light tannins and a light, fresh finish marked by acidity, but also some softness. The name “Fat Bastard” is a British expression of praise for a big wine.",Merlot,0,0,Languedoc-Roussillon
8070,"This is a combination of tropical fruits and tight acidity, making for an unbalanced wine that seems not to know its way.",Chardonnay,0,0,Burgundy
4991,"Hugely rich wine, retaining its tense textured character while reveling in white fruit ripeness. Concentrated, with the wood acidity and spice mingling with the fruit acidity, this is a wine for long-term aging, powerful yet always very crisp. Screwcap.",Chardonnay,1,0,Burgundy
3215,"This Chardonnay from Marcel Grillet's horse-plowed biodynamic vineyard called Pizay is still very young, showing a candy, confected flavor that needs to calm down. It has the potential for attractive fruit from 2016.",Chardonnay,0,0,Beaujolais
140,"This is a tight, fruity wine with high levels of acidity. That is certainly typical of the vintage and brings out very young red currant and berry fruit flavors. Even though the tannins are light, the wine is definitely one to age, so should not be drunk before 2020.",Pinot_Noir,1,0,Burgundy
2257,"This wine is mostly comprised of Merlot that was sourced from 30 different parcels. It is smooth and ripe, with red berry fruits, soft tannins and attractive acids. From the hands of top consultant Stéphane Derenoncourt, this simple Bordeaux has character and style.",Bordeaux-style_Red_Blend,0,0,Bordeaux
338,"A dark, dry and firm wine, this is developing slowly. Its fruits show the influence of Cabernet in the blend with a strong tannic and black currant element. It will need several more years aging, so drink from 2018.",Bordeaux-style_Red_Blend,0,0,Bordeaux
9819,"Tasted from a magnum disgorged in '97, this provides ample evidence that '85 was a great year for Clicquot. Toasty, but seems less evolved than the '85 Brut, with a deep copper color, meaty, savory aromas, berry flavors and a full, creamy texture. Long on the finish. It's made from the same base as the '85 Brut, but with 14.5% red from Bouzy added.",Champagne_Blend,1,1,Champagne
7395,"This is a well-balanced wine from the flat lands of Saint-Émilion, close to the Dordogne river. It is fruity and already approachable, with soft tannins and black currant fruit. Ready to drink in a year.",Bordeaux-style_Red_Blend,0,0,Bordeaux
3264,"This is a ripe, fresh and fruity wine that's filled out with a tangy, mineral texture. Grapefruit and lime juice flavors give a zesty feel as well as intense acidity. It is ready to drink.",Sauvignon_Blanc,0,0,Loire_Valley
5894,"The Xavier Flouret range includes wines from both Spain and France. This expression of French Sauvignon Blanc is maturing well, its primary grassy character softened by flavors of almond paste, the acidity tamed but still pulsating through the wine. There is a good apple skin texture to add complexity.",Sauvignon_Blanc,0,0,Loire_Valley
7033,"Aromas and flavors of rhubarb and red pepper dominate, resulting in a wine that is sharp and unbalanced.",Bordeaux-style_Red_Blend,0,0,Bordeaux
6059,"Jean Pierre and Martine Meffre are vignerons in Gigondas who trace their domaine's roots back to 1709, but make this great bargain from 50-year-old vines just outside the Gigondas appellation. The 2004 Saint- Gayan boasts scents of anise, black cherry and flowers on the nose, then follows that up with a lushly textured palate. Flavors of black cherries and spice add some meatier notes, then finish long and softly tannic. Drink now–2012.",Rhône-style_Red_Blend,0,0,Rhône_Valley
9793,"This Pinot Noir-dominated wine is rich and structured with waves of acidity passing through the white currant, toast and a developing maturity. Extra richness comes from the oak fermentation, but, because of the low dosage, there is also an austerity and minerality about this wine that will find its best expression with food. Imported by Winebow.",Champagne_Blend,1,1,Champagne
8309,"Ripe red raspberry notes, accented by cocoa, a chalky minerality and a hint of orange zest liven up the medium weight. With ample acidity and strong tannins, this wine will only improve with some time; you can tell that it's holding back and there's so much more that hasn't fully developed. Try it now or hold for 5–6 years.",Rhône-style_Red_Blend,0,0,Languedoc-Roussillon
4013,The wine seems soapy and out of focus. It's soft while missing fruit. The acidity and freshness at the end are the best parts.,Pinot_Noir,1,0,Burgundy
9626,"White fruits, almonds and soft, crisp acidity are the hallmarks of this lightweight, fresh wine.",Chardonnay,1,0,Champagne
8606,"This full, round wine melds rich pear and tangerine flavors with fine acidity. It's crisp, fragrant and ripe, showing some signs of bottle age in its toasty character.",Champagne_Blend,1,1,Champagne
483,"Made with 100% Sauvignon Blanc, this is very fresh, very crisp and herbaceous. It's all about grapefruit, lemongrass and a mineral texture. It should be aged for a few months, so drink from late 2015.",Sauvignon_Blanc,1,0,Bordeaux
4575,"Ripe, smooth and gold in color, this is a nectar-like wine. It has a honeyed note and a dry edge from botrytis, with an opulent, complex texture. It also has lively acidity that offers the purest expression of Petit Manseng. A great wine to drink at the end of a meal, or with a rich terrine at the start.",Petit_Manseng,1,0,Southwest_France
3609,"Made from fruit that was sourced from a 2.4-acre plot on the steep slopes of Vergisson, this is an intense, ripe, wood-aged wine. The acidity is allied to the spice and yellow fruit flavors. A concentrated wine of great purity, this is worth aging for several years.",Chardonnay,1,0,Burgundy
5529,"Chidaine, based across the Loire in Montlouis, has only recently begun making wine from Vouvray as well. Le Bouchet is an off-dry wine that balances a core of minerality and acidity against intense richness. Flavors of sweet plums, apricots and almonds ride beautifully into the soft finish.",Chenin_Blanc,0,0,Loire_Valley
1463,"In this rich, dense wine, firm tannins have already been smoothed by 50% new wood. It is solid, dark and tannic, a powerful wine that is ripe now and will reveal great fruitiness as it ages. From vines close to Volnay, it has hints of the voluptuousness of that village. Drink from 2017.",Pinot_Noir,1,0,Burgundy
3249,"This wine is crisp in character, with flavors of caramel and fresh red currants. The fruity tone provides a rich character that lies under the bright final acidity. Drink now.",Rosé,0,0,Beaujolais
6768,"Made from grapes sourced from a single vineyard, this is an intensely minerally Champagne. It is dry and austere, with citrus fruits dominant. The wine needs to age to bring out all of the richness and toast flavor, but it will always be a structured Champagne. This is very much a food wine.",Chardonnay,1,0,Champagne
4508,"Soft and simple, this has a pear flavor, a touch of vanilla and a creamy texture, plus crisp, lemon-zest-like acidity on the finish. Drink this now.",Chardonnay,0,0,Burgundy
982,"Ripe and fruity, it does have some weight, structure and a smoky character from wood aging. A wine with a future, drink from 2016.",Bordeaux-style_Red_Blend,0,0,Bordeaux
1923,"Showing signs of maturity, this is a delicious, rich and ripe wine, full of citrus, mineral and perfumed white fruits. Though rich, it is also bone dry, with tight texture and powerful acidity.",Riesling,1,0,Alsace
7876,"Comes across as slightly tarry and rubbery, which distracts from the otherwise crisp citrus and melon flavors. Still, it's a pleasant, medium-bodied quaff.",Viognier,0,0,Rhône_Valley
9013,"A wine of promise, but still in its infancy. This grand cru, structured and still waiting to open to its full opulence, is packed with concentrated flavors. It's a powerhouse that needs at least five years to even begin to show its structure, ripe fruit and richness.",Chardonnay,1,0,Burgundy
1902,"From vines planted in 1955, this is a ripe, fruit-packed and mineral-driven wine. It has succulent green fruits, laced with lemon zest and firmly textured. It needs to age for several years to reveal its full potential. Drink from 2018.",Chardonnay,1,0,Burgundy
4788,"Clean and fresh with medium-intense aromas and flavors of watermelon rind, carnation, red cranberry and a touch of green banana. Balanced and straightforward, and easy to find with 5,000 cases imported.",Rosé,0,0,Languedoc-Roussillon
3324,"Corton-Charlemagne has produced a powerful and concentrated wine. The massive, opulent feel is balanced by tropical fruits and acids, which are layered between the toast and spice notes. It needs many years to mature.",Chardonnay,1,0,Burgundy
8207,"Although it begins with austerity, its acidity and tannins dominant,  the palate opens beyond its youthfulness after a few moments. It becomes dark and powerful, certainly still dryly tannic, but the fruit is generous, and the final taste is of beautiful, ripe fruits.",Bordeaux-style_Red_Blend,1,0,Bordeaux
1029,"A gentle lift of crushed black cherry rises from the glass. There also is an edge of medicinal herb. The body is light and juicy, fresh and highly aromatic. There is concentration without weight, luxuriant fruit without plumpness. This is fresh and pure, lifted and profound. An utterly honest and uplifting rendition of Pinot Noir.",Pinot_Noir,1,0,Alsace
3445,"From the Touraine cru area of Chenonceaux, this is Loire Sauvignon Blanc at its ripest. It has a rich texture and and round apple and lime flavors. Coming from selected parcels, it conveys concentration as well as final freshness. Drink now.",Sauvignon_Blanc,0,0,Loire_Valley
7142,"This rounded, wood-aged wine has just the right amount of structure and delicious acidity to accompany the full red- and black-berry notes. It's refreshing, while still concentrated and age worthy.",Bordeaux-style_Red_Blend,0,0,Bordeaux
1168,"This is an attractive fruity wine with citrus fruits and a tangy, zesty texture. The lightest hint of wood gives the wine extra richness. It is already drinkable.",Chardonnay,1,0,Burgundy
1245,"This is the big one, one of the most treasured white wine vineyards in the world. And the wine is magnificent, balanced with restrained power and style. Yellow fruits are shot through with acidity that conveys a nervy texture and an intense, concentrated character. This needs many years; don't drink before 2020.",Chardonnay,1,0,Burgundy
3083,"Soft and richly fruity, this has all the right red cherry and banana flavors that are immediately attractive. A delicious, juicy wine. Screwcap.",Gamay,0,0,Beaujolais
4321,"Subdued, riper fruit has not yet come to the surface. Notions of Bramley apple are evoked on the nose; on the palate they show as the more rounded flavor of baked Bramley. Hovering above it all is grated lemon zest, pulling fruit, texture and freshness tautly together in a dry, fresh yet mellow finish. The more you taste, the more the still-underlying fruit yearns to rise to the surface. Best to give this some time so it can show its true, exciting colours.",Riesling,0,0,Alsace
6162,Lovely lilac florals on the nose along with ripe raspberry and honeydew. Round palate with flavors of cherry and mango lifted by bright pineapple core acidity. Quite the lengthy finish for a rosé. Delicious; a steal for $10.,Syrah,0,0,Languedoc-Roussillon
3385,"A light, perfumed wine with soft tannins and bitter cherry fruits. There is an earthy edge here, and while the wine has brisk acidity, there's an easy texture. It's ready to drink.",Pinot_Noir,0,0,Burgundy
5339,The palest of rosés is also a serious wine. It has a firm and mineral character that goes along with ripe red fruits and a tight texture. It needs to age for a few months and is really meant to go with food.,Rosé,1,0,Provence
7950,"There is a great balance between the natural floral and perfumed character of this Gewürztraminer and its lively acidity. These elements combine to form a wine that is complex and immediately attractive. It's ready to drink, but it can also age for a year.",Gewürztraminer,1,0,Alsace
2618,"Dense, dusty tannins show the concentration of this wine from the southwest region of Armagnac. The wine has power and a solid, chunky character. Dark plum, cranberry and wood flavors combine well.",Red_Blend,0,0,Southwest_France
915,"This ripe Chardonnay has a soft texture and only the lightest minerality. It is fresh, tangy with lemon-zest flavors and refreshing acidity. The aftertaste with a burst of crispness is particularly attractive.",Chardonnay,1,0,Champagne
9899,"Great fresh Chardonnay flavors give this Champagne a good lift. It is fresh, but has some good structure, as well as enticing, creamy, nutty flavors. The acidity gives the whole wine a sense of crispness.",Chardonnay,1,0,Champagne
10079,"Begins with ultraripe scents of melon and honey, and doesn't change much from start to finish. It's a plump, fairly weighty offering, low in acid, that leaves the mouth coated with flavor. Simple but satisfying.",Pinot_Blanc,0,0,Alsace
2546,"This is a gentle wine that has some weight and richness. Its fruit is soft, ripe and warm.",Rosé,0,0,Provence
9696,"Fresh creamy fruit gives this wine immediate appeal. It has tropical flavors, a light touch of green and fresh, crisp acidity. Great summer drinking.",Sauvignon_Blanc,0,0,Languedoc-Roussillon
3857,"This fruity Beaujolais features hints of bananas and red berries. It's soft, rounded and very approachable. Ready to drink.",Gamay,0,0,Beaujolais
405,"This wine shows a tropical fruit character, with apricots and mangos laced by more citrus and lime acidity. It's rich, warm and round, although at the back a steely tautness provides balance.",Bordeaux-style_White_Blend,0,0,Bordeaux
5221,"Produced in a light style, this fresh, mint- and berry-flavored wine is Merlot-dominated from younger vines at Château Haut Beyzac. It is poised, with fine acidity, blackberry jam flavors and soft tannins.",Bordeaux-style_Red_Blend,0,0,Bordeaux
1016,"This is a great example of the power that can come a Grand Cru vineyard. It's opulent and dense, but more than that it has intense energy and drive. Although the wine is marked as medium sweet, the spice and pepper give it a dry, tight, nervy edge. The wine is still young and will be best from 2017.",Gewürztraminer,1,0,Alsace
9867,"With its bottle shape dating from the late 16th century, this is a traditionally made rosé, using color from macerating Pinot Noir grapes. It is full, ripe, flavored with strawberries and other sweet red fruits, with a layer of dryness. The wine finishes fresh and crisp. Imported by Laurent-Perrier.",Champagne_Blend,1,1,Champagne
5078,"Smoky, new-wood aromas and flavors cloak the black berry fruit in this wine. It has a hard edge at the moment, like concentrated wood juice. But there is fruit there, so give the wine two years and those powerful, brooding fruits will come through.",Pinot_Noir,1,0,Burgundy
2464,"Quite a firm, concentrated wine, showing structure, some wood flavors, pear skins and a creamy finishing consistency. This has more complexity than its simple Chablis appellation suggests.",Chardonnay,0,0,Burgundy
3423,"Powerful and structured, this wine is made from fruit sourced from a vineyard that is almost completely surrounded by some of Burgundy's greatest grand crus. The wine is juicy, and its ripe fruits pour through the dense tannins, making this feel balanced already, but this is a wine for long-term aging.",Pinot_Noir,1,0,Burgundy
1789,"Ripe Mirabelle plums and tart, red apples mix to give a very fruity, appetizing aspect which on the palate is joined by ripe, lemony freshness. This has the balance and drama everyone wishes for in dry Riesling: both generous fruit and ample freshness. Lovely now but with the balance and concentration to last. Lovely Mirabelle finish of immense length. Drink 2016–2026.",Riesling,1,0,Alsace
8918,"From Bouchard's home vineyard, this is one of their signature wines. In 2005, it has produced a luscious, fruity wine whose richness is only a part of its wonderful floating character. The ripeness of the wine is matched by its structure, which promises considerable aging.",Pinot_Noir,1,0,Burgundy
4581,"Apricot, damask rose and earth frame this vivacious Gewurztraminer that benefits from 2014's verve. The palate comes with some of the characteristic viscosity but the zest of orange and lemon peel balances this out beautifully, creating a lovely, refreshing arc.",Gewürztraminer,0,0,Alsace
8355,"This earthy, light-weight wine has wild strawberry flavor along with citrus-driven acidity that gives the red fruits a taut quality. Tannins and a dry edge suggest it needs a few more months before drinking.",Pinot_Noir,1,0,Alsace
5670,"The unpredictable character of Pinot Noir makes it hard to pull off a Blanc de Noirs. And this wine doesn't entirely succeed. Yes, the wine is in balance, red fruits working with acidity. But there is hardness in the finish, a cranberry juice tartness, which spoils the rest of the party.",Pinot_Noir,0,0,Burgundy
7764,"Showing, coffee and sweet juicy fruit, the wine has a light touch, freshened with acidity and strengthened lightly with tannins. There is a meaty character, but the wine does finish a little hollow.",Bordeaux-style_Red_Blend,1,0,Bordeaux
9098,"Faiveley's general firm style of red wine is a great advantage in this simple Burgundy. This wine has structure, red berry acidity, ripe tannins and a lively, vivid flavor. To finish, there is plenty of ripe acidity.",Pinot_Noir,0,0,Burgundy
5259,"Still fresh, this shows red currant and red berry fruit flavors over a smoky layer of wood, licorice and spice. It has some warmth, a smoothly textured wine that only has a glimpse of rustic tannin beneath the flavors.",Bordeaux-style_Red_Blend,0,0,Bordeaux
8292,"Powerful wine, structured with apple skin tannins, layers of ripe, spicy toast and a taut, mineral character. There is something of the Meursault richness here, in the full white fruit flavors, but this is also a wine that needs to age.",Chardonnay,1,0,Burgundy
7890,"Though not indicated as such on its label, this is a sweet wine. It has spiced, ripe fruit flavors, notably pear, which are deliciously laced with honey and cinnamon notes. There is also a fine streak of lively acidity that keeps this very fresh.",Pinot_Gris,0,0,Alsace
4654,"Made using fruit sourced from a parcel of vines more than 60 years old, this is a dense, dark wine, with herb, dark fig and plum notes. Solid and concentrated, it has a firm texture, and the dusty tannins match well with the ripe fruit. Age for 7–8 years.",Malbec,1,0,Southwest_France
3921,"The extra year gives this wine quite different flavors from the forward fruitiness of Provence rosé. It now has a richer, more complex character and weight of ripe fruit, caramel and vanilla flavors. This is a serious, food friendly rosé.",Rosé,1,0,Provence
3129,"Perfumed wine, from a blend of Tannat and Cabernet Franc. Here is a powerful expression of intense terroir. Very concentrated and dense, with the tannins just beginning to soften, the wine is packed with black ripe fruits, solid and chunky.",Tannat-Cabernet_Franc,0,0,Southwest_France
5953,"Obviously not in the first flush of youth, this dry rosé goes more for mature almond marzipan along with cranberry juice flavors to give some tightness to the texture. Definitely to be drunk now. Screwcap.",Cabernet_Franc,0,0,Loire_Valley
5818,"A simple, fresh rosé, which has some attractive toasty bottle age. There is also a yeasty character, which leaves the fruit submerged in the more autolytic flavors. This is a fine rosé for food. Imported by Tri-Vin Imports.",Champagne_Blend,1,1,Champagne
8020,"The softest of the Pouilly Fuissés produced by Duboeuf, this is a smooth, creamy and toasty wine. A peach note and warm, ripe fruits dominate. Very ready to drink.",Chardonnay,0,0,Burgundy
5575,"A beautiful ripe, soft and fruity wine. The acidity is sweet, crisp pears and apricots giving a rich character. This is a vintage that is for drinking, not aging.",Champagne_Blend,1,1,Champagne
3052,"With its bright cherry fruits, this is a warm and ripe wine. It has soft tannins and strawberry acidity. Drink now for red fruit pleasure.",Gamay,0,0,Beaujolais
6229,"Bold brush strokes characterize this wine, the fruit a complex mélange of red berries, acidity and weight. The wine has good density, offering a strawberry jam character to go with the fresh edge. Tannins are enveloped in the fruits, promising medium-term aging.",Pinot_Noir,1,0,Burgundy
1045,"In this wine, herbal, green flavors bring out a bright, fruity character. It's fresh and crisp, while also having ripe green fruits and a light touch of spice. Drink now.",Sauvignon_Blanc,0,0,Loire_Valley
6218,"Thought by many tasters to be the wine of the vintage at the time of the 2004 barrel tastings. Has it retained that status? It is certainly a hugely powerful wine, monumental even. It is also finely balanced, with great dark tannins working in partnership with brooding black fruit. The question is whether it is too big, too powerful: only time will tell. Imported by Diageo Chateau & Estates.",Bordeaux-style_Red_Blend,1,0,Bordeaux
4930,"The problem with this wine is the wood. There is too much of it, and the toasting is too high, giving a burnt character to the wine. For a 2005, this should be better integrated, and is likely to just dry out.",Bordeaux-style_Red_Blend,1,0,Bordeaux
1448,"As pale-colored as possible, this wine still manages a light tannic edge as well as red-fruit flavors. Crisp, and clean, it offers lively acidity providing a bright aftertaste. Drink now.",Rosé,0,0,Bordeaux
1591,Very ripe fruit is discernible on nose and palate and gives a sense of generosity with even a touch of spice. Lemony freshness provides a wonderful counterpoint to this generosity and makes for a very appetizing moreish finish.,Pinot_Blanc,0,0,Alsace
6032,"Deutz is one of the great names of Champagne, and this vintage Brut from an excellent, ripe year, delivers rich, round, toasty flavors, buoyed by cascading fountains of fine, tiny bubbles. There is a precisely tuned balance to the wine, which shows off its full fruit without sacrificing its typical elegance and crisp authority. A pleasing toastiness, and a faint hint of honey completes the experience.",Champagne_Blend,1,1,Champagne
2899,"With a structure that runs between acidity and dark smoky tannins, this is a wine with potential opulence. It's very rich in character, dense and dark. The black plum flavors are dominant, along with excellent acidity. For the long-term.",Bordeaux-style_Red_Blend,1,0,Bordeaux
518,"The purest, freshest note of lemon zest and lemon oil creates a dreamy nose. The palate brings in a stony texture that characterizes the entire wine. There is something enduring and stone-like about this, framed with lovely lemon purity. This has barely had time to express itself. There is more to be had from this wine in the future. The long echoes of stone and citrus promise that. Drink 2020–2035.",Riesling,1,0,Alsace
1212,"A wine that is, unusually for Bordeaux, dominated by Sémillon. That gives a creamy, ripe and still muted character and demands another few years aging. The acidity and fresh citrus fruits are filled out with melon and ripe pear flavors. Drink this wine from 2016.",Bordeaux-style_White_Blend,0,0,Bordeaux
7787,"Steely, crisp, with a tight edge of green fruits. The structure is dominant at this stage in the development of this rapier-like wine. Age for 3–4 years.",Riesling,0,0,Alsace
5624,"A lightly fresh-faced wine, with apple and grapefruit flavors balanced with a soft texture. It is easy, attractive, ready to drink.",Champagne_Blend,1,1,Champagne
7586,"The fruit here is so pure, its ripe green fruit tied in with minerality, acidity and a lightly cream and toast touch. It has weight, it's still young. Age for five years.",Chardonnay,1,0,Burgundy
2754,"Soft and creamy, with pear and melon flavors dominating the bright acidity. It's an attractive wine, easy on the palate with a light touch of nuttiness to finish.",Sparkling_Blend,0,1,Alsace
3653,"Fruity and rounded, this has attractive, citrus-like acidity that cuts through the caramel and apricot flavors. There is a delicious, forward orange-juice flavor that adds to the fresh feel of the wine. It's ready to drink, although it will also age.",Chardonnay,1,0,Burgundy
3457,"The power of Corton-Charlemagne is apparent in this dense, ripe wine. Rich and generous, this selection has tropical fruit flavors that are balanced by citrus notes, and the wood influence acts as subtle support.",Chardonnay,1,0,Burgundy
6622,"This mouthfilling Chard adds hints of honey and acacia blossom to luscious aromas of toasted nuts and citrus. Honey, nuts, mineral and citrus notes mingle easily on the palate, while the finish picks up hints of oaky spice and orange peel. Low acid ity suggests early consumption; drink now–2010. Imported by Dreyfus, Ashby & Co.",Chardonnay,1,0,Burgundy
514,"This wood-laden wine shows more toast than fruit at this stage. It does have plenty of blackberry flavors for the future, giving texture to the firm structure. Drink from 2016.",Bordeaux-style_Red_Blend,0,0,Bordeaux
2070,"So elegant, a wine with just a fine balance. It has creamy apple fruit flavors, hedgerow fruits, with a line of crisp acidity to cut through the fruitiness and give a more mineral edge. It will be worth aging this wine for 2–3 years. Drink after 2014.",Riesling,0,0,Alsace
4999,"A beautiful Roussillon red blend comprised of 50% Syrah, 25% Grenache and 25% Carignan. Aromas of chocolate cherry truffles, black plum, blueberry and violet entice you immediately, and the bold, concentrated mouth doesn't disappoint either. Gripping tannins and a crushed velvet texture followed by a long, evolving finish makes this a guaranteed winner at an attractive price.",Red_Blend,0,0,Languedoc-Roussillon
580,"This is a ripe, apple and green stone-fruit flavored wine, with a light texture that nicely supports the fruitiness. The wine is fresh, juicy and with delicious freshness at the end. Drink now.",Sauvignon_Blanc,0,0,Loire_Valley
4862,"Corton-Charlemagne should have weight, and this wine has weight. It sits plumply in the glass, a big spice- and yellow fruit-flavored wine, layered with toast and ripeness. It is developing fast, but the lingering acidity does promise 4–5 years further progress. Imported by Palm Bay International.",Chardonnay,1,0,Burgundy
2965,"A mineral driven, ripe wine that reveals green and white fruits, a strong line of acidity and steely minerality. With all this structure, the wine still shows the richness of the vintage, with wood and cream flavors that come through at the end.",Chardonnay,1,0,Burgundy
685,"Made from vines between 20 and 40 years old, this wine is both fresh and ripe. Apple as well as citrus flavors give it a tangy streak. Made from organic and biodynamically grown grapes, it is all fruit, bright and with an attractive, perfumed aftertaste.",Sauvignon_Blanc,1,0,Loire_Valley
550,"For this medium-sweet wine, the Grassa family has chosen one of the Southwest's great grape varieties. The Gros Manseng easily makes this style: fruity and with a fine balance between sweetness and crisp acidity. This is a young wine, named after the singing thrush (grive) in the vines. It's still developing and will be better from 2018.",Gros_Manseng,0,0,Southwest_France
7109,"Full bodied and silky, like so many of the 2007s from the Southern Rhône, this has already reached maturity. Notes of dried cherry, cinnamon, clove and chocolate all come together in a very drinkable package.",Rhône-style_Red_Blend,1,0,Rhône_Valley
7601,"Really ripe wine, with toast and yellow fruits, laced with intense citric acidity and a mineral edge, to go with the mouthwatering fruit. Needs to age for 5–6 years.",Chardonnay,1,0,Burgundy
7092,"Powerful and concentrated, this has an intense expression of ripe tropical fruits. The wood shows strongly at this stage, although with this amount of richness, it has the weight and the power to develop well over many years.",Chardonnay,1,0,Burgundy
7207,"From this rich vintage comes this delicious, open wine. Flavors of tropical fruit and peach create an opulent and generous feel, with notes from having aged in wood offering complexity. It's concentrated and ageworthy, worth keeping for 4–5 years and more.",Chardonnay,1,0,Burgundy
4516,"Rock Angel is the new name for the estate wine of Château d'Esclans. It is a ripe and full wine, yet so well balanced that it seems light and refreshing. A crisp element balances the full red fruits and offers elegance and poise. This is a style of rosé that could age, although it is delicious now.",Rosé,1,0,Provence
8463,"Now with its intensity and some bottle age, this wine—formerly known as Crémant de Cramant—is rich, with its apple flavor blending with an almond note and a soft, warm texture. The acidity shoots right through this ripe wine.",Chardonnay,1,0,Champagne
1209,"The wine is full and ripe, generous both in its black fruits and its tannins. It's rich, juicy and packed with berry fruits, a touch of wood and a mineral texture showing at the end. Drink from 2016.",Bordeaux-style_Red_Blend,0,0,Bordeaux
8334,"Beautifully concentrated aromas precede flavors of violets, pepper, sweet spice, plum and red berries. The wine is full and round in the mouth with excellent acidity and tannin. A little tight and closed right now, it should open up to be even more balanced and better integrated in 2–3 years.",Rhône-style_Red_Blend,1,0,Languedoc-Roussillon
1572,This sparkling wine is intense with startling acidity and very crisp citrus palate. Maybe a few months in bottle will soften it.,Sparkling_Blend,0,1,Alsace
6901,"A soft earthy character adds depth to the strawberry and rhubarb fruit aromas and flavors. The palate is clean and bright, with a cocoa-dusted red-berry fruit finish.",Pinot_Noir,0,0,Languedoc-Roussillon
6444,"Here's a rich and smoky Chard with nice aromas and flavors of wood-grilled red apples with a caramel drizzle, peach pit and Key lime citrus. Solidly structured with good heft, a long finish and prominent acidity that keeps the wine from going over the edge and being too flabby. Drink now.",Chardonnay,0,0,Languedoc-Roussillon
4911,"Hints of overripe peach and mealy apple indicate a rich, ripe style of rosé, but are immediately followed by accents of green melon, plum and menthol, adding balance and tension. Medium weight, with ample acidity that keeps the ripe fruit flavors balanced and refreshing through the finish.",Rosé,0,0,Languedoc-Roussillon
2240,"A wine that aims to bring out the casual side of Bordeaux, this is friendly, accessible, without losing the essential dry tannins and fresh black currant flavors typical of the region. If only all branded Bordeaux was like this.",Bordeaux-style_Red_Blend,0,0,Bordeaux
8367,"A wine that seems to have come from over-ripe fruit, with an awkward juicy character piercing the dry tannins. Acidity is there over the blackberry fruits.",Malbec,0,0,Southwest_France
1848,Drouhin has significant holdings in a number of top Chambolle vineyards. This wine is a blend from other Premier Crus in the same village. It has the typical generous character along with a more serious structured backbone that gives a dry and solid density that's worth aging. Drink from 2017.,Pinot_Noir,1,0,Burgundy
9506,"The $70 price tag is silly, but the wine itself is very good, combining soft tannins with ample cherry fruit and layers of dried spices. It's full and round in the mouth, long, warm and comforting on the finish. Drink now-2015.",Rhône-style_Red_Blend,1,0,Rhône_Valley
3817,"Smooth and round, this wine has bright acidity, tempered by the toast and sweet apricot flavors. It has a structured core, and it finishes with the acidity. Age this for 2–3 years.",Chardonnay,1,0,Burgundy
8565,"This has a relatively high dosage, producing a ripe strawberry flavor. It's full bodied, touched by a spice note, as well as some toast from bottle age. The finish shows that this is a rosé fit for food.",Champagne_Blend,1,1,Champagne
3606,"Smooth and fruity, it's full of citrus and ripe pear fruit. Structured and quite tangy, it has potential to improve through late 2014.",Chardonnay,1,0,Burgundy
2146,"This bold, well-structured wine is packed with both rich fruit and tannins. Dense black fruits are layered with a dry, firm structure, with power and concentration for medium-term aging. Drink this wine from 2018.",Pinot_Noir,1,0,Burgundy
4289,"Wild aromas abound on the nose of this wine, but are balanced with expressive garrigue (primarily rosemary and thyme) and ripe red cherry, bramble and blueberry notes. The medium-weight mouth shows great richness and concentration of flavors, all framed by silky tannins and moderate acidity.",Rhône-style_Red_Blend,0,0,Languedoc-Roussillon
10152,"With its bold aromas of spiced pear and crushed stones, this is no wimpy Pinot Blanc. It's round in the mouth, an elegant mélange of stones and stone fruits, alongside pear and melon flavors that finish with mouthwatering length. Imported by Paterno Wines International.",Pinot_Blanc,0,0,Alsace
3830,"From one of the top estates in Cahors, this complex, dense wine is both structured and packed with great fruit. At the moment, the tannins are in charge, big, bold and dense. Over the next few years the opulent black fruits will come out strongly, bringing richness along with impressive concentration. Drink from 2019.",Malbec,0,0,Southwest_France
9343,"Light, creamy Chardonnay, with vivid lemon and green plum flavors. Fresh and lightly yeasty, its fruit is right up front, and with the vanilla from wood aging far in the background. Drink now.",Chardonnay,1,0,Burgundy
2903,"An intense, mineral-driven wine, tasting of the limestone soil as well as very ripe fruit. Great acidity keeps the richness in line, toast offering sweetness. The wine is full-bodied, the flavors going right through to the apple-skin-textured core.",Chardonnay,1,0,Burgundy
3368,"Gold in color, this is a mature wine interesting for its roasted almond and spice flavors, very ripe and rich. Drink this full-bodied wine now.",Gewürztraminer,1,0,Alsace
2612,"An impressively structured blend of Tannat and Cabernet Franc, this wine boasts a concentrated structure, with dense tannins to go with the flavors of black plum skin and black currant. Age for 3–4 years.",Tannat-Cabernet_Franc,0,0,Southwest_France
7919,"Nicely rounded in the mouth, this Merlot shows well defined varietally correct notes of mocha, cherries and tobacco. It's not overly soft, nor overly structured, but it finishes with enough crispness to ably partner burgers and the like.",Merlot,0,0,Languedoc-Roussillon
586,"Aging in big wood barrels has softened the intensity of this wine while leaving the fruitiness intact. It makes for a tangy, mineral-driven wine with a smoky, flinty aftertaste. Drink from 2017.",Sauvignon_Blanc,1,0,Loire_Valley
7174,"This is complex and powerful, with its energy directed equally at the concentrated tannins and at the ripe damson and plum fruits. It's going to be a delicious wine—the wood element smoothing the firm edge. Age for at least five years.",Pinot_Noir,1,0,Burgundy
