tokenized,genre,length
"['est', 'flic', 'mais', 'elle', 'est', 'auss', 'mer', 'jeun', 'autist', 'dont', 'elle', 'charg', 'seul', 'depuis', 'mort', 'son', 'mar', 'pris', 'charg', 'institut', 'agori', 'semain', 'elle', 'récuper', 'tous', 'vendred', 'soir', 'rythm', 'immuabl', 'qui', 'va', 'bientôt', 'être', 'boulevers', 'quand', 'directric', 'lui', 'annonc', 'elle', 'ne', 'va', 'plus', 'pouvoir', 'gard', 'son', 'fil', 'se', 'retrouv', 'devoir', 'cherch', 'solut', 'risqu', 'voir', 'fin', 'se', 'jour', 'dan', 'hôpital', 'psychiatr', 'total', 'démun', 'elle', 'envisag', 'laiss', 'tomb', 'sa', 'carri', 'moin', 'franch', 'lign', 'roug', 'se', 'livr', 'chantag', 'que', 'directric', 'revien', 'sa', 'décis']",policier,79
"['parcour', 'membr', 'famill', 'afro', 'américain', 'men', 'patriarch', 'protecteur', 'mais', 'tres', 'exig', 'eau', 'troubl', 'malheur', 'deuil', 'chemin', 'doulour', 'qui', 'fin', 'rassembl', 'riv', 'amour', 'pardon', 'si', 'tant', 'est', 'il', 'parviennent', 'accept', 'lâch', 'pris']",drame,31
"['yeux', 'fêt', 'leur', 'anniversair', 'mariag', 'ancien', 'polici', 'sa', 'femm', 'ont', 'demand', 'leur', 'famill', 'part', 'eux', 'est', 'sûr', 'que', 'fair', 'rout', 'tous', 'ensembl', 'aid', 'resserr', 'lien', 'familial', 'peu', 'distendus', 'mêm', 'si', 'tout', 'mond', 'vient', 'person', 'n', 'est', 'vrai', 'rav', 'd', 'être', 'là', 'fill', 'aîn', 's', 'inquiet', 'confort', 'son', 'beb', 'son', 'mar', 'redout', 'pass', 'trop', 'temp', 'pres', 'son', 'beau', 'per', 'jeun', 'regret', 'ne', 'pas', 'être', 'allé', 'fair', 'fêt', 'se', 'amis', 'ne', 's', 'intéress', 'qu', 'deux', 'chien', 'famill', 'rout', 'désert', 'va', 'conduir', 'ver', 'pir', 'cauchemar']",horreur,82
"['dan', 'mond', 'où', 'tout', 'ressourc', 'sont', 'épuis', 'aven', 'human', 'résid', 'dan', 'planet', 'lointain', 'quelqu', 'soldat', 'sont', 'seul', 'espoir', 'atteindr', 'mais', 'réuss', 'il', 'faudr', 'chois', 'évolu', 'mour']",science fiction,26
"['fil', 'été', 'partent', 'leur', 'fil', 'âgé', 'd', 'dizain', 'd', 'anné', 'week', 'end', 'dan', 'sud', 'tunis', 'chemin', 'retour', 'il', 'se', 'retrouvent', 'pris', 'dan', 'embuscad', 'terror', 'ball', 'perdu', 'bless', 'griev', 'garçon', 'abdomen', 'arriv', 'hôpital', 'dan', 'état', 'critiqu', 'seul', 'greff', 'foi', 'pourr', 'sauv', 'se', 'retrouvent', 'embarqu', 'dan', 'vérit', 'cours', 'contr', 'montr', 'préserv', 'vi', 'leur', 'enfant', 'son', 'premi', 'film', 'sign', 'dram', 'fois', 'sobr', 'intens', 'plébisc', 'critiqu', 'not', 'récompens', 'prix', 'interfilm', 'meilleur', 'interpret', 'masculin']",drame,69
"['recompos', 'apres', 'rencard', 'désastr', 'sont', 'tomb', 'd', 'accord', 'seul', 'chos', 'il', 'ne', 'veulent', 'plus', 'jam', 'se', 'revoir', 'mais', 'voilà', 'hasard', 's', 'mêl', 'il', 'se', 'retrouvent', 'famill', 'leur', 'enfant', 'tous', 'coinc', 'oblig', 'partag', 'suit', 'dan', 'hôtel', 'lux', 'safar', 'dur', 'semain']",comédie,39
"['jeun', 'footballeur', 'franc', 'talentu', 'reper', 'son', 'adolescent', 'agent', 'faibl', 'envergur', 'qui', 'su', 'prendr', 'sous', 'sa', 'coup', 'vient', 'sign', 'son', 'premi', 'contrat', 'attaqu', 'dan', 'grand', 'club', 'espagnol', 'dan', 'mêm', 'temp', 'sa', 'notoriet', 'grand', 'se', 'origin', 'pet', 'état', 'pauvr', 'lui', 'valent', 'invit', 'person', 'passion', 'football', 'fraîch', 'install', 'pouvoir', 'apres', 'coup', 'état', 'militair', 'se', 'rend', 'donc', 'premi', 'fois', 'dan', 'pay', 'se', 'ancêtr', 'accompagn', 'être', 'décor', 'qui', 'aver', 'rapid', 'malgr', 'se', 'grand', 'discour', 'human', 'être', 'dictateur', 'mégaloman', 'paranoïaqu', 'sous', 'influenc', 'néfast', 'son', 'épous', 'pein', 'ont', 'il', 'débarqu', 'que', 'conclut', 'deal', 'crapul', 'fair', 'pression', 'son', 'joueur', 'afin', 'que', 'celui', 'ci', 'jou', 'équip', 'national', 'crocodil']",comédie,99
"['xem', 'siecl', 'vengeanc', 'perpetr']",historique,4
"['voyag', 'dan', 'esprit', 'univer', 'homm', 'qui', 'malgr', 'sceptic', 'ridicul', 'malad', 'cré', 'œuvr', 'plus', 'incroi', 'admir', 'mond', 'san', 'être', 'biograph', 'officiel', 'film', 's', 'inspir', 'lettr', 'd', 'éven', 'sa', 'vi', 'rumeur', 'moment', 'réel', 'pur', 'imaginair']",biopic,33
"['convoi', 'exceptionnel', 'est', 'histoir', 'typ', 'qui', 'va', 'trop', 'vit', 'gros', 'qui', 'est', 'trop', 'lent', 'rencontr', 'premi', 'est', 'pardessus', 'deuxiem', 'guenill', 'tout', 'cel', 'ser', 'banal', 'si', 'deux', 'était', 'possess', 'scénario', 'effrai', 'scénario', 'leur', 'vi', 'leur', 'mort', 'il', 'suff', 'ouvr', 'pag', 'trembl']",comédie,40
"['anné', 'jean', 'agent', 'chang', 'rigour', 'per', 'famill', 'coinc', 'découvr', 'joyeux', 'cohort', 'bon', 'espagnol', 'vit', 'sixiem', 'étag', 'son', 'immeubl', 'bourgeois', 'jeun', 'femm', 'qui', 'travaill', 'sous', 'son', 'toit', 'lui', 'fait', 'découvr', 'univer', 'exuber', 'folklor', 'oppos', 'mani', 'auster', 'son', 'milieu', 'ce', 'femm', 'plein', 'vi', 'il', 'se', 'laiss', 'aller', 'goût', 'émot', 'plaisir', 'simpl', 'premi', 'fois', 'mais', 'peut', 'vrai', 'chang', 'vi']",comédie,56
"['avenger', 'lorsqu', 'directeur', 'organis', 'qui', 'préserv', 'paix', 'plan', 'mondial', 'cherch', 'form', 'équip', 'choc', 'empêch', 'destruct', 'mond', 'répondent', 'présent', 'ont', 'beau', 'constitu', 'plus', 'fantast', 'équip', 'il', 'leur', 'rest', 'encor', 'apprendr', 'travaill', 'ensembl', 'non', 'contr', 'autr', 'd', 'aut', 'que', 'réuss', 'acced', 'son', 'pouvoir', 'illim']",science fiction,42
"['mort', 'milliardair', 'grand', 'magnat', 'press', 'report', 'enquêt', 'sa', 'vi', 'contact', 'qu', 'il', 'prend', 'se', 'proch', 'lui', 'font', 'découvr', 'personnag', 'gigantesqu', 'mégaloman', 'égoïst', 'solitair']",drame,23
"['tout', 'premi', 'fois', 'émerg', 'dan', 'appart', 'inconnu', 'côt', 'rav', 'suédois', 'auss', 'drôl', 'attach', 'début', 'dʼun', 'cont', 'fé', 'rien', 'nʼest', 'moin', 'sûr', 'car', 'est', 'point', 'se', 'mari']",romance,26
"['esprit', 'rebel', 'ex', 'membr', 'marin', 'accept', 'd', 'enseign', 'établ', 'réput', 'sulfur', 'réalis', 'que', 'se', 'élev', 'possèdent', 'grand', 'capac', 'intellectuel', 'elle', 'décid', 'se', 'battr', 'aid', 'apprendr']",biopic,25
"['shooting', 'mafi', 'retrac', 'vi', 'photograph', 'italien', 'personnag', 'fondamental', 'entre', 'anné', 'photograph', 'ru', 'document', 'mort', 'mafi', 'pass', 'son', 'impliqu', 'dan', 'polit', 'elle', 'est', 'connu', 'avoir', 'immortalis', 'ravag', 'provoqu', 'mafi', 'dan', 'sa', 'natal', 'navigu', 'entre', 'se', 'clich', 'noir', 'blanc', 'sais', 'grand', 'classiqu', 'cinem', 'italien', 'archiv', 'rar', 'propr', 'souvenir', 'artist', 'documentair', 'fait', 'portr', 'femm', 'extraordinair', 'dont', 'courag', 'résist', 'ont', 'contribu', 'dénonc', 'crim', 'kim', 'longinotto', 'racont', 'vi', 'artist', 'passion', 'courag', 'montr', 'non', 'seul', 'existent', 'extraordinair', 'non', 'conventionnel', 'mais', 'auss', 'aperçu', 'histoir', 'italien']",documentaire,78
"['toi', 'je', 'pourr', 'grav', 'aur', 'mieux', 'fait', 'se', 'tair', 'ce', 'jour', 'là', 'aut', 'que', 'ne', 'croit', 'pas', 'beaucoup', 'se', 'bel', 'parol', 'pourt', 'amour', 'elle', 'quitt', 'sa', 'cit', 'hlm', 'part', 'grav', 'mythiqu', 'metr', 'qui', 'font', 'toit', 'mond', 'départ', 'qui', 'fait', 'vibr', 'se', 'copain', 'puis', 'tout', 'est', 'bientôt', 'entier', 'qui', 'suit', 'émot', 'exploit', 'ce', 'jeun', 'mec', 'ordinair', 'mais', 'amour', 'clé', 'messag', 'espoir', 'chacun', 'invent', 'son', 'aven', 'puisqu', 'tout', 'est', 'possibl']",comédie,68
"['il', 'est', 'orphelin', 'son', 'rêv', 'est', 'trouv', 'famill', 'prêt', 'accueil', 'mais', 'est', 'pas', 'enfant', 'comm', 'autr', 'il', 'pouvoir', 'secret', 'il', 'est', 'capabl', 'prendr', 'apparent', 'chaqu', 'person', 'il', 'déjà', 'touch', 'vous', 'qui', 'ser', 'vous', 'si', 'vous', 'pouv', 'vous', 'transform']",science fiction,38
"['hostel', 'chapitr', 'ii', 'alor', 'qu', 'elle', 'sont', 'vacanc', 'trois', 'jeun', 'rencontrent', 'superb', 'femm', 'cel', 'ci', 'se', 'propos', 'leur', 'fair', 'découvr', 'week', 'end', 'établ', 'cur', 'où', 'elle', 'pourront', 'se', 'repos', 's', 'amus', 'attir', 'cet', 'offre', 'trois', 'jeun', 'femm', 'suivent', 'tombent', 'dan', 'son', 'pieg', 'livr', 'rich', 'client', 'associ', 'horreur', 'plais', 'trois', 'jeun', 'femm', 'vont', 'vivr', 'cauchemar', 'absolu']",horreur,55
"['grand', 'avocat', 'est', 'charg', 'défendr', 'accus', 'vol', 'assassinat', 'ce', 'derni', 'déjà', 'purg', 'pein', 'prison', 'meurtr', 'auparav', 'chanc', 'gagn', 'ce', 'proces', 'semblent', 'minc', 'aut', 'que', 'avou', 'son', 'crim', 'malgr', 'pein', 'mort', 'qui', 'attend', 'il', 'est', 'condamn', 'pourt', 'fil', 'enquêt', 'témoignag', 'commenc', 'dout', 'culpabl', 'son', 'client']",policier,44
"['christoff', 'souhait', 'récolt', 'fond', 'construir', 'hôpital', 'enfant', 'son', 'group', 'musiqu', 'chrétien', 'il', 'organis', 'tourn', 'dan', 'tout', 'vit', 'encor', 'chez', 'sa', 'mer', 'chanteur', 'rat', 'mais', 'guitar', 'talent', 'il', 'crois', 'chemin', 'qui', 'recrut', 'sin', 'qua', 'non', 'doit', 'se', 'fair', 'pass', 'membr', 'clerg', 'sous', 'soutan', 'sein', 'son', 'group', 'apôtr', 'long', 'chemin', 'croix', 'commenc', 'alor', 'toff']",comédie,52
"['braqueur', 'évad', 'prison', 'traqu', 'son', 'ancien', 'codétenu', 'tueur', 'ser', 'qui', 'entrepr', 'lui', 'coll', 'se', 'crim', 'dos', 'polici', 'se', 'lanc', 'poursuit', 'braqueur', 'devenu', 'bien', 'malgr', 'lui', 'ennem', 'public', 'numéro', 'quand', 'chacun', 'protagon', 'aur', 'été', 'bout', 'lui', 'mêm', 'qui', 'ser', 'chasseur', 'qui', 'ser', 'proi']",policier,42
"['olivi', 'autr', 'histoir', 'histoir', 'son', 'origin', 'aujourd', 'hui', 'loin', 'ce', 'que', 'médi', 'appellent', 'confl', 'israélo', 'palestinien', 'expert', 'international', 'historien', 'diplomat', 'jurist', 'mais', 'auss', 'témoignag', 'simpl', 'citoyen', 'éclairag', 'primordial', 'bas', 'élément', 'factuel', 'incontest', 'se', 'débarrass', 'clich', 'idé', 'reçu']",documentaire,37
"['quand', 'rencontr', 'harry', 's', 'entendent', 'comm', 'chien', 'chat', 'apres', 'fac', 'il', 'prennent', 'mêm', 'destin', 'mais', 'ne', 'se', 'reverront', 'que', 'cinq', 'plus', 'tard', 'hasard', 'dan', 'aéroport', 'chacun', 'fait', 'sa', 'vi', 'il', 'se', 'sont', 'fianc', 'cinq', 'passent', 'encor', 'il', 'se', 'rencontrent', 'nouveau', 'tous', 'deux', 'viennent', 'rompr', 'dan', 'cet', 'étap', 'difficil', 'il', 'se', 'découvrent', 'vrai', 'amiti', 'compliqu', 'rapproch', 'tel', 'point', 'qu', 'il', 'fin', 'admettr', 'ce', 'que', 'leur', 'amis', 'sav', 'déjà', 'il', 'sont', 'fait', 'autr']",romance,71
"['veil', 'son', 'meilleur', 'pot', 'se', 'déguisent', 'per', 'afin', 'dérob', 'tout', 'ce', 'il', 'peuvent', 'mais', 'est', 'rapid', 'coinc', 'enfant', 'doit', 'leur', 'racont', 'histoir', 'histoir', 'enfin', 'sa', 'version', 'dan', 'peau', 'commenc', 'alor', 'voyag', 'coeur', 'vill', 'mill', 'richess', 'hel', 'derri', 'folklor', 'peupl', 'sub', 'tyrann', 'terribl', 'connu', 'sa', 'féroc', 'son', 'halein', 'douteux', 'jeun', 'voleur', 'aid', 'son', 'pourr', 't', 'il', 'déjou', 'plan', 'diabol', 'sauv', 'conquer', 'coeur', 'fait', 'oui', 'mais', 'ne', 'va', 'pas', 'vous', 'ment', 'ça', 'ne', 'va', 'pas', 'être', 'facil']",comédie,75
"['i', 'still', 'her', 'lost', 'year', 'joaquin', 'phoenix', 'acteur', 'annonc', 'qu', 'il', 'prend', 'sa', 'retrait', 'méti', 'tent', 'sa', 'chanc', 'comm', 'chanteur', 'hip', 'hop', 'dur', 'son', 'beau', 'frer', 'armé', 'sa', 'camer', 'document', 'jour', 'jour', 'sa', 'dépress', 'son', 'dégoût', 'célebr', 'se', 'nombreux', 'rever', 'parallel', 'ex', 'acteur', 'apparent', 'néglig', 'entam', 'tourn', 'promot', 'film', 'dur', 'laquel', 'il', 'crach', 'son', 'fiel', 'contr', 'show', 'business', 'tient', 'propos', 'incohérent', 'dev', 'camer', 'télévis', 'entre', 'sauter', 'se', 'amis', 'se', 'prestat', 'rappeur', 'devenu', 'ris', 'tout', 'cri', 'son', 'désespoir']",documentaire,77
"['brill', 'physicien', 'fait', 'connaiss', 'd', 'charm', 'demoisel', 'dont', 'il', 'tomb', 'foll', 'amour', 'soir', 'dan', 'il', 'trouv', 'courag', 'lui', 'déclar', 'sa', 'flamm', 'lui', 'offrir', 'bagu', 'fiançaill', 'voleur', 'tent', 'alor', 'dérob', 'fameux', 'bijou', 'mais', 'ne', 'se', 'laiss', 'pas', 'fair', 'coup', 'feu', 'retent', 's', 'effondr', 'meurt', 'dan', 'bras', 'd', 'refus', 'cet', 'trist', 'fatal', 'celui', 'ci', 'consacr', 'tout', 'son', 'savoir', 'tout', 'son', 'énerg', 'construir', 'machin', 'explor', 'temp', 'afin', 'd', 'alter', 'cour', 'éven', 'ains', 'sauv', 'vi', 'sa', 'bien', 'aim', 'embarqu', 'insu', 'tous', 'ce', 'voyag', 'derni', 'chanc', 'se', 'voit', 'bientôt', 'propuls', 'dan', 'siecl']",science fiction,87
"['vingt', 'apres', 'sont', 'toujour', 'amis', 'toujour', 'auss', 'débil', 'quand', 'il', 'apprennent', 'est', 'per', 'deux', 'amis', 'se', 'lancent', 'dan', 'nouveau', 'road', 'trip', 'recherch', 'sa', 'fill', 'il', 'vont', 'sillon', 'pay', 'bord', 'véhicul', 'toujour', 'plus', 'improb', 'sem', 'fol', 'chaos', 'endroit', 'où', 'il', 'aur', 'jam', 'dû', 'pouvoir', 'se', 'retrouv']",comédie,45
"['aub', 'se', 'quar', 'fait', 'bilan', 'situat', 'introspect', 'sa', 'derni', 'rencontr', 'qui', 'vient', 'quitt', 'hommag', 'vill', 'qu', 'il', 'aim']",romance,18
"['plus', 'grand', 'odyss', 'spatial', 'tous', 'temp', 'voit', 'jour', 'dan', 'nouveau', 'met', 'scen', 'premi', 'voyag', 'd', 'tout', 'nouvel', 'équipag', 'bord', 'vaisseau', 'spatial', 'plus', 'sophistiqu', 'histoir', 'dan', 'ce', 'péripl', 'sem', 'danger', 'd', 'action', 'd', 'humour', 'nouvel', 'recru', 'doivent', 'tout', 'fair', 'empêch', 'plan', 'diabol', 'd', 'être', 'malef', 'menac', 'human', 'tout', 'entier', 'dan', 'sa', 'quêt', 'vengeanc', 'sort', 'galax', 'est', 'entre', 'main', 'deux', 'offici', 'que', 'tout', 'oppos', 'd', 'côt', 'originair', 'rural', 'têt', 'brul', 'quêt', 'sensat', 'fort', 'autr', 'issu', 'd', 'societ', 'bas', 'logiqu', 'rejet', 'tout', 'form', 'd', 'émot', 'quand', 'instinct', 'fougueux', 'rencontr', 'raison', 'pur', 'improb', 'mais', 'puiss', 'allianc', 'se', 'form', 'ser', 'seul', 'mesur', 'fair', 'travers', 'équipag', 'd', 'effroi', 'danger', 'là', 'où', 'person', 'n', 'est', 'encor', 'jam', 'allé']",science fiction,111
"['cet', 'anné', 'se', 'meurt', 'entraîn', 'dan', 'son', 'déclin', 'extinct', 'espec', 'humain', 'vaisseau', 'spatial', 'son', 'bord', 'équipag', 'homm', 'femm', 'dirig', 'est', 'derni', 'espoir', 'human', 'leur', 'mission', 'fair', 'explos', 'engin', 'nucléair', 'surfac', 'relanc', 'activ', 'solair', 'mais', 'approch', 'priv', 'tout', 'contact', 'radio', 'astronaut', 'perçoivent', 'signal', 'détress', 'proven', 'd', 'disparu', 'sept', 'auparav', 'terribl', 'accident', 'contraint', 'modifi', 'leur', 'trajectoir', 'il', 'doivent', 'désorm', 'lutt', 'rest', 'vi', 'ne', 'pas', 'sombr', 'dan', 'fol', 'mais', 'avant', 'tout', 'men', 'bien', 'leur', 'mission', 'essentiel', 'aven', 'human']",science fiction,75
"['pet', 'quill', 'est', 'aventuri', 'traqu', 'tous', 'chasseur', 'prim', 'avoir', 'vol', 'mystéri', 'glob', 'convoit', 'puiss', 'dont', 'ag', 'menacent', 'univer', 'tout', 'enti', 'il', 'découvr', 'vérit', 'pouvoir', 'ce', 'glob', 'menac', 'qui', 'pes', 'galax', 'il', 'conclut', 'allianc', 'fragil', 'quatr', 'alien', 'disparat', 'raton', 'laveur', 'fin', 'tireur', 'humanoïd', 'semblabl', 'arbre', 'énigmat', 'mortel', 'qui', 'ne', 'rêv', 'que', 'vengeanc', 'ralli', 'sa', 'caus', 'il', 'convainc', 'livr', 'ultim', 'combat', 'auss', 'désesper', 'soit', 'il', 'sauv', 'ce', 'qui', 'peut', 'encor', 'être']",science fiction,69
"['chez', 'eux', 'banlieu', 'cameron', 'se', 'sentent', 'sécur', 'dan', 'leur', 'maison', 'nuit', 'il', 'dorment', 'sent', 'que', 'leur', 'trois', 'beau', 'enfant', 'sont', 'parfait', 'proteg', 'lorsqu', 'leur', 'fill', 'se', 'fait', 'nouvel', 'ami', 'garçon', 'rencontr', 'forum', 'ne', 'inquiètent', 'pas', 'il', 'se', 'disent', 'il', 'est', 'normal', 'que', 'adolescent', 'échangent', 'grâc', 'nouvel', 'technolog', 'apres', 'plusieur', 'semain', 'convers', 'lign', 'se', 'sent', 'plus', 'plus', 'attir', 'mêm', 'si', 'peu', 'peu', 'elle', 'réalis', 'il', 'est', 'pas', 'ce', 'il', 'prétend', 'être', 'elle', 'continu', 'être', 'fascin', 'lui', 'masqu', 'fin', 'tomb', 'cel', 'va', 'déclench', 'engrenag', 'que', 'person', 'aur', 'pu', 'imagin', 'mais', 'qui', 'chang', 'définit', 'vi', 'tout', 'famill']",drame,94
"['c', 'est', 'rav', 'île', 'grecqu', 'que', 'aventur', 'romant', 'commenc', 'dan', 'hôtel', 'méditerranéen', 'isol', 'tenu', 'sa', 'fill', 'fianc', 'just', 'temp', 'son', 'mariag', 'prochain', 'post', 'nerveux', 'trois', 'invit', 'destin', 'trois', 'homm', 'bien', 'différent', 'dont', 'elle', 'pens', 'que', 'd', 'eux', 'est', 'son', 'per', 'trois', 'point', 'glob', 'trois', 'homm', 's', 'apprêtent', 'retourn', 'ver', 'femm', 'qui', 'avait', 'enchant', 'auparav']",romance,54
"['si', 'tend', 'oreil', 'collégien', 'est', 'jeun', 'fill', 'rêveux', 'passion', 'roman', 'cont', 'elle', 'emprunt', 'souvent', 'livr', 'bibliothequ', 'mais', 'jour', 'fich', 'emprunt', 'roman', 'elle', 'remarqu', 'mystéri', 'lit', 'exact', 'mêm', 'ouvrag', 'avant', 'elle', 'veut', 'savoir', 'plus', 'cet', 'inconnu', 'elle', 'fait', 'alor', 'hasard', 'connaiss', 'jeun', 'garçon', 'elle', 'trouv', 'tout', 'abord', 'exasper', 'quel', 'est', 'pas', 'sa', 'surpris', 'elle', 'découvr', 'il', 'agit', 'mais', 'se', 'sent', 'enver', 'lui', 'vont', 'vit', 'chang', 'il', 'va', 'aid', 'prendr', 'conscienc', 'son', 'talent', 'écrivain', 'si', 'tu', 'tend', 'oreil', 'mim', 'wo', 'sumaseb', 'est', 'histoir', 'émouv', 'qui', 'montr', 'lien', 'se', 'tiss', 'entre', 'deux', 'jeun', 'adolescent', 'question', 'rêv', 'qui', 'animent']",romance,95
"['couvr', 'pres', 'vingt', 'vi', 'tumultu', 'd', 'industriel', 'milliardair', 'cass', 'cou', 'pionni', 'aviat', 'civil', 'inventeur', 'producteur', 'réalis', 'directeur', 'studio', 'séducteur', 'insati', 'cet', 'excentr', 'flamboi', 'aventuri', 'devint', 'lead', 'industr', 'aéronaut', 'mêm', 'temp', 'qu', 'figur', 'mythiqu', 'auréol', 'glamour', 'myster']",historique,36
"['amour', 'modern', 'faubourg', 'ais', 'vill', 'côt', 'atlant', 'jol', 'jeun', 'fill', 'tomb', 'amour', 'attir', 'son', 'attent', 'elle', 'lanc', 'jeu', 'collect', 'où', 'sa', 'band', 'amis', 'va', 'découvr', 'test', 'repouss', 'limit', 'leur', 'sexual', 'milieu', 'scandal', 'effondr', 'leur', 'system', 'valeur', 'chacun', 'ger', 'cet', 'périod', 'intens', 'mani', 'radical', 'différent']",drame,44
"['trois', 'jeun', 'randonneur', 'partent', 'trois', 'semain', 'trekking', 'dan', 'désert', 'australien', 'il', 'profitent', 'aller', 'admir', 'crater', 'caus', 'météorit', 'vieux', 'plusieur', 'milli', 'd', 'anné', 'cet', 'nuit', 'là', 'il', 'retrouvent', 'leur', 'voitur', 'pann', 'lorsqu', 'autochton', 'leur', 'propos', 'aid', 'il', 'se', 'croient', 'sauv', 'pourt', 'vrai', 'cauchemar', 'commenc']",horreur,43
"['dan', 'societ', 'futur', 'où', 'être', 'humain', 'ne', 'parviennent', 'plus', 'se', 'reproduir', 'annonc', 'mort', 'plus', 'jeun', 'person', 'âgé', 'met', 'popul', 'émoi', 'mêm', 'moment', 'femm', 'tomb', 'enceint', 'fait', 'qui', 'ne', 's', 'est', 'pas', 'produit', 'depuis', 'vingtain', 'd', 'anné', 'devient', 'mêm', 'occas', 'person', 'plus', 'envi', 'plus', 'recherch', 'homm', 'est', 'charg', 'sa', 'protect']",science fiction,49
"['pir', 'débarquent', 'mission', 'ultra', 'secret', 'cancr', 'il', 'sont', 'parachut', 'dan', 'meilleur', 'lyc', 'pay', 'il', 'vont', 'appliqu', 'leur', 'célebr', 'méthod', 'futur', 'élit', 'nation', 'enjeu', 'est', 'énorm', 'leur', 'réussit', 'dépendr', 'aven', 'tout', 'enti', 'cet', 'anné', 'meilleur', 'élev', 'pir', 'prof', 'quand', 'mêm']",comédie,39
"['deux', 'frer', 'retournent', 'dan', 'sect', 'il', 'ont', 'quitt', 'dix', 'auparav', 'apres', 'avoir', 'reçu', 'mystéri', 'lettr', 'rédig', 'membr', 'leur', 'ancien', 'famill', 'tres', 'vit', 'éven', 'inexpliqu', 'vont', 'remettr', 'caus', 'leur', 'croyanc']",horreur,29
"['mer', 'documental', 'dan', 'grand', 'quotidien', 'se', 'remet', 'mal', 'son', 'récent', 'divorc', 'élev', 'seul', 'son', 'fil', 'elle', 's', 'est', 'prom', 'fuir', 'amour', 'mais', 'destin', 'decid', 'autr', 'jour', 'cour', 'd', 'promenad', 'plag', 'désert', 'elle', 'découvr', 'bouteil', 'échou', 'conten', 'déclar', 'd', 'amour', 'déchir', 'passion', 'boulevers', 'poes', 'ce', 'quelqu', 'lign', 'décid', 'd', 'retrouv', 'auteur']",romance,50
"['oracl', 'début', 'siecl', 'jeun', 'découvr', 'disparit', 'sa', 'mer', 'il', 'possed', 'don', 'particuli', 'lui', 'permet', 'ressent', 'touch', 'imminent', 'mort', 'seul', 'san', 'ressourc', 'est', 'aupres', 'barbi', 'ambul', 'il', 'découvr', 'art', 'guer', 'se', 'jur', 'deven', 'médecin', 'vaincr', 'mort', 'elle', 'mêm', 'il', 'décid', 'se', 'rendr', 'afin', 'étudi', 'aupres', 'princ', 'sav', 'fac', 'invas', 'barbar', 'guerr', 'religion', 'épidem', 'dévast', 'il', 'accompl', 'son', 'destin']",historique,57
"['est', 'proi', 'vagu', 'd', 'enlev', 'san', 'précédent', 'fac', 'dang', 'certain', 'famill', 'ais', 'engagent', 'gard', 'corp', 'assur', 'protect', 'rapproch', 'leur', 'enfant', 'c', 'est', 'dan', 'ce', 'context', 'lourd', 'menac', 'que', 'débarqu', 'ancien', 'agent', 'appel', 'son', 'vieil', 'ami', 'ce', 'derni', 'se', 'voit', 'propos', 'job', 'inattendu', 'bodyguard', 'petit', 'fill', 'industriel', 'fillet', 'précoc', 'plein', 'curios', 'vital', 'insupport', 'se', 'question', 'personnel', 'pourt', 'fil', 'jour', 'parvient', 'perc', 'se', 'défens', 'apres', 'bien', 'anné', 'celui', 'ci', 'retrouv', 'goût', 'vivr', 'c', 'est', 'alor', 'que', 'est', 'kidnapp', 'bien', 'que', 'griev', 'bless', 'se', 'lanc', 'poursuit', 'ravisseur', 'inflexibl', 'il', 'remont', 'pist', 'se', 'jur', 'retrouv', 'sa', 'proteg']",policier,93
"['dan', 'célebr', 'expert', 'symbolog', 'suit', 'pist', 'indic', 'li', 'grand', 'lui', 'mêm', 'se', 'réveil', 'dan', 'hôpital', 'italien', 'frapp', 'amnes', 'va', 'devoir', 'collabor', 'docteur', 'retrouv', 'mémoir', 'tous', 'deux', 'vont', 'sillon', 'dan', 'cours', 'contr', 'montr', 'déjou', 'complot', 'échel', 'mondial', 'empêch', 'déchaîn', 'enfer']",policier,39
"['intuit', 'dan', 'petit', 'vill', 'don', 'lir', 'aven', 'gen', 'dan', 'cart', 'fait', 'se', 'prédict', 'certain', 's', 'imaginent', 'qu', 'elle', 'est', 'sorci', 'mais', 'n', 'pas', 'intent', 'd', 'abandon', 'se', 'activ', 'diseux', 'bon', 'aventur', 'cet', 'situat', 'dur', 'depuis', 'dat', 'laquel', 'son', 'mar', 'est', 'mort', 'client', 'd', 'est', 'femm', 'qui', 'ne', 'se', 'résign', 'pas', 'quitt', 'son', 'mar', 'violent', 'lui', 'sugger', 'fort', 'rompr', 'lui', 'conseil', 'que', 'n', 'apprec', 'guer', 'mar', 'question', 'qui', 'se', 'met', 'menac', 'elle', 'se', 'fil', 'vi', 'd', 'bascul', 'sa', 'confianc', 'se', 'vision', 's', 'ébranl', 'disparit', 'prolong', 'fill', 'haut', 'bourgeois', 'vi', 'sentimental', 'mouvement', 'polic', 'n', 'aucun', 'pist', 'concret', 'qui', 'lui', 'permettr', 'retrouv', 'sa', 'trac', 'dit', 'avoir', 'vu', 'ce', 'qui', 'est', 'arriv']",horreur,108
"['suit', 'circonst', 'indépend', 'sa', 'volont', 'jeun', 'étudi', 'voit', 'se', 'capac', 'intellectuel', 'se', 'développ', 'infin', 'elle', 'colonis', 'son', 'cerveau', 'acquiert', 'pouvoir', 'illim']",science fiction,21
